id,CALL_RDD_RECORD,CALL_RDD_CNT,CALL_RDD_CNT_IN,CALL_RDD_LOCAL,CALL_RDD_IN_PROVINCE,CALL_RDD_BY_PROVINCE,CALL_RDD_GAT,CALL_RDD_INTERNATIONAL,CALL_RDD_TIME,CALL_RDD_TIME_IN,CALL_RDD_TIME_INOUTRATIO,CALL_RDD_TIME_PERSON,CALL_RDD_TIME_BUSINESS,CALL_RDD_TIME_PBRATIO,CALL_RDD_PERSON,CALL_RDD_PERSON_IN,CALL_RDD_PERSON_RATIO,CALL_RDD_BUSINESS,CALL_RDD_BUSINESS_IN,CALL_RDD_BUSINESS_RATIO,CALL_RDD_PBRATIO,CALL_RDD_HOWMANYPERSON,CALL_RDD_HOWMANYBUSINESS,CALL_RDD_AVGTIME,CALL_RDD_DAYTIME,CALL_RDD_AFTERNOON,CALL_RDD_NIGHT,CALL_RDD_BEFOREDAWN,CALL_RDD_MAXTIME,CALL_RDD_MINTIME,CALL_RDD_TIMEVAR,CALL_RDD_MEANFREQ,CALL_RDD_MINFREQ,CALL_RDD_MAXFREQ,CALL_RDD_VARFREQ,CALL_RDD_FREQONEDAY,CALL_RDD_SHORTTIME,CALL_RDD_LONGTIME,CALL_RDD_LLONGTIME,CALL_RDD_LIANTONG,CALL_RDD_YIDONG,CALL_RDD_DIANXIN,CALL_RDD_KEFU,CALL_RDD_DAYWITHCALL,CALL_RDD_DAYWITHCALLIN,CALL_RDD_DAYWITHCALLOUT
u1471,1,3,1,2,,1,,,5.133333206,0.150000006,0.02922021,5.133333206,0,0.999980509,3,1,0.333322227,0,0,0,0.999966681,0,3,1.711054087,2,2,0,0,4.333333492,0.150000006,3.479575396,380.7147522,19.38333321,742.0499878,130561.125,0.063039303,2,0,0,0,2,1,0,3,1,2
u4453,1,871,514,868,2,1,,,698.1333618,378.1000061,0.541586995,658.8833618,39.25,0.943778515,848,512,0.603773534,23,2,0.086956143,0.973593473,0,116,0.801530719,392,390,179,193,6.800000191,0.033333335,0.517897844,1.202260494,0,16.89999962,5.892022133,19.96073532,663,3,0,844,2,0,2,44,44,44
u0957,1,34,17,18,15,1,,,24.91666603,10.6833334,0.428760827,24.91666603,0,0.999996006,34,17,0.49999854,0,0,0,0.999997079,0,16,0.732840955,20,12,6,2,4.599999905,0.033333335,0.792423904,28.90605164,0.016666668,93.59999847,852.8842163,0.830273092,28,0,0,10,10,14,0,20,12,12
u1856,1,1323,595,1213,99,11,,,1144.833374,574.5166626,0.501834273,1141.43335,3.400000095,0.99703002,1320,593,0.449242383,3,2,0.666644454,0.997732341,0,197,0.865331233,658,582,172,149,15.44999981,0.016666668,1.084557652,0.807539105,0,19.36666679,4.135706902,29.71624374,1003,16,0,71,818,430,1,45,45,45
u2884,1,30,25,29,,1,,,84.18333435,79.08333588,0.939416826,83.03333282,1.149999976,0.986338139,29,24,0.827583373,1,1,0.999899983,0.96666342,0,12,2.806101799,14,12,7,0,27.66666603,0.100000001,27.37017632,25.11665726,0.016666668,146.8000031,1096.273926,0.955537319,15,4,1,17,8,4,1,15,14,2
u3357,1,215,76,214,,1,,,226.3833313,105.6666641,0.466759712,222.4499969,3.933333397,0.982624888,210,72,0.342856973,5,4,0.799983978,0.976743758,0,27,1.052945256,117,66,45,22,9.600000381,0.083333336,2.186897278,4.992912769,0,48.70000076,63.77029419,4.806717396,156,7,0,51,71,88,1,41,35,37
u4390,1,2,2,2,,,,,0.883333325,0.883333325,0.999886811,0.883333325,0,0.999886811,2,2,0.999949992,0,0,0,0.999949992,0,2,0.441644579,1,1,0,0,0.483333319,0.400000006,0.001736025,235.7976379,235.8000031,235.8000031,5.56E-06,0.101782143,2,0,0,0,1,0,0,2,2,
u3628,1,557,342,372,180,5,,,948.8666382,570.6166382,0.60136646,917.2166748,31.64999962,0.966644287,516,314,0.608527005,41,28,0.682925165,0.926391244,1,72,1.70353055,258,296,72,50,20.58333397,0.016666668,6.928592682,1.919214606,0,24.39999962,13.82974339,12.50446415,351,45,1,380,123,12,1,45,45,43
u1880,1,275,178,266,5,4,,,302.8166809,192.0333405,0.634156883,297.5,5.316666603,0.982442319,269,175,0.650557399,6,3,0.499991655,0.978181481,0,102,1.101151109,116,177,26,6,14,0.016666668,1.69092226,3.872688532,0.016666668,229.3833313,225.8226624,6.197085381,182,4,0,30,193,46,0,35,32,31
u3578,1,27,11,27,,,,,41.93333435,17.64999962,0.420905203,38.46666718,3.466666698,0.917326927,25,10,0.399998397,2,1,0.499974996,0.925922513,0,5,1.553080678,5,17,12,0,9.566666603,0.116666667,4.445457458,4.56089592,0.016666668,20.11666679,36.15188599,5.262009144,17,2,0,22,3,0,0,6,4,6
u2179,1,64,30,41,,23,,,108.7833328,45.86666489,0.421632826,100.5166702,8.266666412,0.924007118,58,25,0.431033731,6,5,0.833319426,0.906248569,0,21,1.699736953,13,44,30,0,14.51666641,0.016666668,7.310487747,16.40211296,0,101.9166641,425.4381409,1.463217139,41,8,0,22,27,9,4,30,17,24
u4449,1,927,375,912,,15,,,871.7000122,325.2833252,0.373159677,866.5999756,5.099999905,0.994149268,921,369,0.400651425,6,6,0.999983311,0.993527412,0,128,0.940345109,496,316,174,241,22.5,0.016666668,1.548451781,1.146670222,0,197.5333405,57.09896851,20.92834282,685,15,1,917,3,0,1,34,29,28
u0369,1,4,1,3,,1,,,9.350000381,0.416666657,0.044562802,8.933333397,0.416666657,0.955426514,3,0,0,1,1,0.999899983,0.749981225,0,4,2.337441683,1,1,2,0,7.933333397,0.150000006,10.49992847,19.45549011,0.033333335,53.08333206,569.9474487,1.233578563,3,1,0,0,2,1,0,2,1,2
u2674,1,196,69,183,4,9,,,147.75,71.01667023,0.480653942,146.8666687,0.883333325,0.99402076,193,67,0.347150087,3,2,0.666644454,0.984693348,0,43,0.753826141,83,97,27,32,24.63333321,0.083333336,4.032580853,5.413076878,0,46.61666489,56.93736649,4.433625698,169,4,1,30,118,45,1,43,31,40
u2188,1,91,28,35,,56,,,175.5500031,103.3000031,0.588436007,128.6999969,46.84999847,0.733124077,63,23,0.365078777,28,5,0.178570792,0.692306936,0,25,1.929118752,29,32,34,7,30,0.016666668,21.49886322,10.89518356,0.016666668,70.15000153,235.8700562,2.202787876,53,2,2,4,25,33,3,32,18,30
u0205,1,103,44,102,,1,,,178.2333374,103.75,0.582101762,175.0500031,3.183333397,0.982138991,99,42,0.42424199,4,2,0.499987513,0.961164117,0,17,1.73041904,47,45,21,10,13.98333359,0.100000001,7.594552517,10.07026005,0,89.80000305,215.7753143,2.383231401,69,9,0,4,94,0,0,35,25,31
u1435,1,177,129,149,1,27,,,322.3666687,241.6833344,0.749715388,320.1166687,2.25,0.993020058,173,128,0.739883959,4,1,0.249993756,0.977400601,0,23,1.821279526,70,72,51,19,13.89999962,0.033333335,3.583427668,6.065624714,0,35.01666641,50.29405212,3.956658363,80,10,0,30,117,26,3,44,40,27
u2598,1,227,122,192,2,33,,,218.5666656,124.2833328,0.568628669,195.5333405,23.03333282,0.894616008,210,116,0.552380681,17,6,0.352939099,0.925109744,0,69,0.962848306,92,124,47,9,10.53333378,0.016666668,1.468460083,4.718141556,0,46.83333206,57.28672028,5.086640835,171,5,0,4,172,34,4,43,40,37
u4084,1,279,150,274,3,2,,,204.3333282,106.6166687,0.521777868,198.0833282,6.25,0.969412267,267,140,0.524344385,12,10,0.833326399,0.956988931,1,62,0.732377291,106,156,39,8,11,0.06666667,1.100685716,3.831714392,0.016666668,40.78333282,45.64832687,6.26335144,230,3,0,19,227,18,2,43,40,40
u3457,1,7,2,5,2,,,,12.8166666,0.333333343,0.0260076,11.86666679,0.949999988,0.925870538,6,2,0.33332777,1,0,0,0.857130587,0,4,1.83092618,1,4,5,0,7.733333111,0.13333334,6.572320938,119.597023,0.083333336,354.9500122,23823.22461,0.200673729,5,1,0,0,2,4,1,4,2,4
u3960,1,67,24,62,4,1,,,58.20000076,24.5,0.420961469,56,2.200000048,0.962197661,66,24,0.363635808,1,0,0,0.985073149,0,16,0.868655443,15,46,12,0,8.383333206,0.050000001,1.447290778,14.65605831,0.016666668,139.7666626,716.0922241,1.637536883,49,1,0,4,60,2,0,22,11,18
u3678,1,7,1,2,,5,,,17.35000038,12.64999962,0.729102433,17.35000038,0,0.999994218,7,1,0.142855108,0,0,0,0.999985695,0,5,2.478536129,5,2,0,0,12.64999962,0.200000003,17.48933029,7.997209072,0.333333343,19.04999924,55.95985413,3.001009464,4,1,0,0,3,4,0,3,1,2
u1721,1,158,65,147,,11,,,208.4333344,60.20000076,0.28882122,207.6499939,0.783333361,0.996241331,157,64,0.40764305,1,1,0.999899983,0.993670285,0,28,1.319197536,50,45,49,35,12.75,0.016666668,3.613106728,6.195965767,0,44.90000153,78.99414063,3.873425722,109,6,0,11,136,10,0,38,27,34
u0940,1,1028,472,669,359,,,,2155.43335,1076.349976,0.499365926,2150.300049,5.133333206,0.997618377,1025,470,0.458536536,3,2,0.666644454,0.997081637,0,72,2.096724749,412,466,243,155,47.90000153,0.016666668,11.9491539,1.043021679,0,16.54999924,5.052197456,23.00786018,509,84,8,143,782,98,0,45,45,45
u4477,1,11,7,7,,4,,,8.466666222,3.099999905,0.366137415,8.466666222,0,0.999988198,11,7,0.636357844,0,0,0,0.99999088,0,7,0.769689977,4,7,3,2,3.133333445,0.083333336,0.804074407,65.41993713,0.083333336,222.1999969,4569.062988,0.366860092,9,0,0,4,5,1,0,9,6,4
u2676,1,21,15,21,,,,,35.38333511,23.61666679,0.667449832,35.01666641,0.366666675,0.989634514,20,14,0.699996471,1,1,0.999899983,0.952376425,0,10,1.684912562,4,12,12,3,12.11666679,0.183333337,6.199439049,43.0691452,0,143.4833374,1341.034546,0.557242155,11,1,0,0,15,4,0,16,14,3
u0939,1,46,46,46,,,,,112.1666641,112.1666641,0.999999106,49.15000153,63.01666641,0.438186824,28,28,0.999996424,18,18,0.999994457,0.608694315,0,10,2.438400507,14,24,16,0,12.5,0.083333336,6.833341122,23.35851288,0.266666681,85,493.0868225,1.02745831,17,5,0,0,16,12,0,28,28,
u1259,1,41,28,41,,,,,32.03333282,22.33333397,0.697188258,29.85000038,2.183333397,0.93183893,36,24,0.666664839,5,4,0.799983978,0.878046632,0,21,0.781298935,18,17,10,2,4.533333302,0.033333335,0.85432303,25.01916122,0.016666668,252.7166595,1851.544067,0.959260941,32,0,0,22,13,1,0,23,18,11
u3869,1,121,96,117,,4,,,148.2333374,126.5,0.85338372,144.2166595,4.016666889,0.972902417,116,95,0.818964839,5,1,0.199995995,0.958676875,0,18,1.225067854,58,63,12,16,8.416666985,0.033333335,1.77087152,8.696665764,0,76.81666565,239.6834412,2.759646654,68,3,0,53,59,3,1,33,32,18
u2725,1,172,141,168,,4,,,300.3666687,269.6000061,0.897569358,299.4666748,0.899999976,0.997003317,171,140,0.81871295,1,1,0.999899983,0.994185448,1,54,1.746316791,38,71,63,22,66.6166687,0.016666668,32.49409103,6.052631378,0.016666668,65.78333282,86.74897003,3.965152025,122,6,2,46,81,40,1,38,35,18
u2211,1,151,68,150,,1,,,128.9166718,73.94999695,0.573625922,127.8833313,1.033333302,0.991983712,149,66,0.442952722,2,2,0.999949992,0.986754298,0,8,0.853752196,31,92,44,13,9.300000191,0.016666668,1.110996962,7.065666199,0,48.46666718,88.90641785,3.396659136,113,2,0,139,3,7,1,41,32,38
u4020,1,584,268,516,4,64,,,853.4666748,371.5166626,0.435303032,826.2166748,27.25,0.968071282,574,263,0.458188087,10,5,0.499994993,0.982876539,0,69,1.461415291,217,313,129,10,19.21666718,0.016666668,3.049819708,1.811120629,0,48.66666794,18.01971436,13.25073242,324,23,0,238,132,203,3,44,43,42
u0895,1,93,46,61,,32,,,123.1333313,58.90000153,0.478342861,123.1333313,0,0.999999166,93,46,0.494623125,0,0,0,0.999998927,0,22,1.324012876,19,46,35,6,8.283333778,0.06666667,2.647240162,11.45507145,0,119.0666656,398.7822266,2.095123529,58,4,0,49,34,10,0,30,28,19
u2432,1,2,2,2,,,,,0.400000006,0.400000006,0.999750078,0.400000006,0,0.999750078,2,2,0.999949992,0,0,0,0.999949992,0,1,0.199990004,2,2,0,0,0.349999994,0.050000001,0.022498876,0.299997002,0.300000012,0.300000012,9.00E-12,79.97414398,2,0,0,0,2,0,0,1,1,
u2307,1,60,40,60,,,,,44.63333511,23.71666718,0.531365514,43.59999847,1.033333302,0.976846218,58,40,0.689653993,2,0,0,0.96666503,0,21,0.743887663,20,36,10,3,6.233333111,0.13333334,1.048035026,17.50762367,0.016666668,125.4333344,747.3146362,1.370823503,51,1,0,10,46,2,2,26,22,14
u4858,1,69,41,64,,5,,,91.8666687,38.53333282,0.419448018,58.81666565,33.04999924,0.640238762,53,36,0.679243982,16,5,0.312498033,0.768114805,0,36,1.331399083,18,41,23,3,14.33333302,0.06666667,4.155425072,15.34460545,0.016666668,93.80000305,537.1724854,1.56405735,40,3,0,8,32,10,6,26,22,17
u1417,1,822,483,805,5,12,,,996.3166504,571.5,0.57361275,920.1500244,76.16666412,0.923551679,762,439,0.576115429,60,44,0.733332098,0.927007198,1,432,1.212063909,386,419,148,21,25,0.016666668,3.407688856,1.301116467,0,29.79999924,11.52182293,18.44427872,500,18,1,61,387,201,4,45,45,41
u1765,1,17,7,17,,,,,25.95000076,10.85000038,0.418110132,23.13333321,2.816666603,0.891454518,13,7,0.538457394,4,0,0,0.764701366,0,4,1.526461601,0,15,4,0,8.783333778,0.116666667,4.118278503,19.63540459,0.016666668,139.75,1291.671143,1.222275734,10,1,0,2,6,5,4,7,4,6
u1203,1,4,2,4,,,,,1.266666651,0.233333334,0.18419598,0,1.266666651,0,0,0,0,4,2,0.499987513,0,0,4,0.316658765,0,4,3,0,0.649999976,0.06666667,0.050137635,190.6271362,0.016666668,407.8999939,28083.44922,0.125900164,4,0,0,0,0,0,1,3,2,1
u4045,1,34,21,21,13,,,,164.7833405,82.76667023,0.502275407,161.1333313,3.650000095,0.977849126,27,20,0.740737975,7,1,0.142855108,0.794115305,0,6,4.846554279,9,12,14,5,42.11666489,0.216666669,67.1751709,29.80554581,0.033333335,130.1166687,1363.856079,0.805216551,11,6,2,19,5,3,7,21,17,9
u1892,1,155,40,153,2,,,,201.8166656,32.83333206,0.162688822,201.8166656,0,0.999999523,155,40,0.258064359,0,0,0,0.999999344,0,6,1.302042127,28,102,53,4,30,0.016666668,9.853396416,6.871644497,0,49.40000153,120.2329712,3.492562771,116,4,1,134,20,1,0,40,22,38
u3030,1,10,4,3,7,,,,9.716666222,3.650000095,0.375639349,9.716666222,0,0.999989688,10,4,0.399996012,0,0,0,0.999989986,0,8,0.971656978,3,6,5,0,3.766666651,0.266666681,1.292156577,8.448139191,0.016666668,47.63333511,217.3458405,2.840828896,8,0,0,4,6,0,0,3,3,1
u4909,1,218,54,218,,,,,164.8666687,43.28333282,0.262535214,134.6166687,30.25,0.816517889,200,51,0.254999876,18,3,0.166665748,0.917430758,0,120,0.75626874,49,169,46,1,5.166666508,0.016666668,0.659810066,4.760368347,0.016666668,95.18333435,151.5691681,5.041520596,174,2,0,161,34,1,7,33,19,31
u2838,1,134,66,40,91,3,,,306.9333191,193.2166595,0.629506767,302.6666565,4.266666889,0.986098707,129,63,0.4883717,5,3,0.599987984,0.962685823,0,26,2.290545464,53,65,30,24,98.28333282,0.016666668,73.58047485,7.891352654,0,94.51667023,192.5599365,3.041265011,77,10,1,7,115,7,2,35,26,30
u3423,1,56,43,47,2,7,,,220.4333344,213.0333405,0.966429293,218.9666595,1.466666698,0.993345976,55,42,0.76363498,1,1,0.999899983,0.982141078,0,13,3.936302423,16,25,19,2,96.98332977,0.216666669,168.8259735,18.84120941,0.033333335,96.08333588,615.604187,1.273796916,34,7,1,3,46,6,0,26,21,10
u4151,1,55,41,55,,,,,141.3000031,105.5500031,0.746991694,128.3166656,12.98333359,0.908114493,48,40,0.833331585,7,1,0.142855108,0.872725666,0,15,2.569086313,22,29,10,0,19.68333244,0.016666668,14.45860386,19.05154037,0.016666668,123.3833313,663.7941284,1.259734035,27,8,0,4,7,34,1,27,24,10
u4823,1,2179,1237,2143,,36,,,1602.266724,854.5999756,0.533369362,1602,0.266666681,0.999833524,2177,1235,0.567294419,2,2,0.999949992,0.999082088,0,125,0.735321999,1184,623,569,671,12,0.016666668,0.477425277,0.491077453,0,91.19999695,6.705049038,48.8621788,1747,6,0,2126,38,13,0,42,41,37
u0945,1,72,36,49,,23,,,118.7833328,45.58333206,0.383751601,117.9833298,0.800000012,0.993264198,71,35,0.492957056,1,1,0.999899983,0.986109734,0,33,1.649766207,39,28,12,4,13.28333378,0.033333335,5.726731777,13.96948147,0.016666668,73.18333435,305.956543,1.718018532,41,5,0,24,41,6,0,29,26,20
u4986,1,1,1,1,,,,,1.416666627,1.416666627,0.999929428,0,1.416666627,0,0,0,0,1,1,0.999899983,0,0,1,1.416525006,0,1,0,0,1.416666627,1.416666627,2.01E-08,1080,1080,1080,0,0.022222221,0,0,0,0,0,0,0,1,1,
u4928,1,7,1,7,,,,,15.01666641,3.266666651,0.217534617,6.983333111,8.033333778,0.465035737,3,0,0,4,1,0.249993756,0.428565294,0,3,2.145207405,1,3,3,1,4.833333492,0.449999988,2.433593273,95.19150543,0.083333336,355.8666687,15057.59082,0.252123058,3,0,0,0,2,1,4,5,1,4
u3874,1,73,43,22,43,8,,,189.4833374,112.9666672,0.596182287,189.4833374,0,0.999999464,73,43,0.589040279,0,0,0,0.999998629,0,8,2.595658541,35,33,12,7,29.35000038,0.06666667,17.3067646,14.50300694,0.016666668,98.80000305,455.8940735,1.65481782,37,8,1,20,9,44,0,27,21,17
u4763,1,1769,1129,1698,4,67,,,1292.983276,780.0333252,0.603281796,1292.983276,0,0.99999994,1769,1129,0.638213634,0,0,0,0.99999994,0,225,0.73091197,892,846,535,343,6.900000095,0.016666668,0.315041691,0.505486429,0,18.86666679,2.397981405,47.46962738,1382,2,0,1639,111,18,0,38,38,38
u0987,1,917,436,539,66,312,,,982.333313,452.5333252,0.460671812,934.3666382,47.96666718,0.951170564,893,433,0.484882355,24,3,0.124999478,0.9738276,0,131,1.071246743,346,457,182,72,28,0.016666668,2.705383539,1.166757584,0,48.5,10.88073349,20.56806183,649,26,1,345,458,82,7,43,41,43
u3295,1,338,171,335,,3,,,659.9000244,232.6166687,0.352502853,659.9000244,0,0.999999821,338,171,0.505917013,0,0,0,0.999999702,0,31,1.952366233,215,118,34,42,21.16666603,0.016666668,6.754675388,3.171760559,0,53.01666641,34.6872406,7.566536903,177,35,1,2,298,36,0,44,43,40
u4256,1,26,0,2,12,12,,,7.050000191,0,0,7.050000191,0,0.999985814,26,0,0,0,0,0,0.999996126,0,16,0.271152794,18,6,8,0,1.283333302,0.083333336,0.051934794,29.77732086,0,180.3833313,2909.821533,0.805979788,25,0,0,5,18,3,0,9,,9
u3833,1,68,25,54,1,13,,,195.1499939,71.94999695,0.36869055,195.1499939,0,0.999999464,68,25,0.367646515,0,0,0,0.99999851,0,27,2.869848728,39,21,11,7,19.08333397,0.216666669,12.33934689,6.099998951,0.016666668,47.81666565,108.1499023,3.934362411,20,9,0,16,32,20,0,16,11,11
u2483,1,197,105,186,1,10,,,594.416687,252.3166656,0.424477696,570.9000244,23.51666641,0.960437238,172,87,0.505813658,25,18,0.719997108,0.873095989,0,63,3.017341852,58,97,55,7,30,0.016666668,36.80802536,5.431122303,0,47.91666794,78.77974701,4.418894768,114,21,6,18,49,103,3,40,36,30
u3507,1,75,19,71,4,,,,67.19999695,28.16666603,0.41914621,66.51667023,0.683333337,0.989829898,72,19,0.263888508,3,0,0,0.959998727,0,6,0.895998776,39,27,11,11,11.5666666,0.033333335,2.51938796,4.151350975,0.016666668,71.33333588,83.76085663,5.781111717,59,2,0,0,72,0,3,12,5,12
u3913,1,153,98,141,12,,,,242.6166687,120.3333359,0.495981097,242.6166687,0,0.999999583,153,98,0.64052248,0,0,0,0.999999344,0,16,1.585728765,47,96,35,0,16.26666641,0.033333335,5.214867592,7.003727436,0,32.48333359,78.33582306,3.426697731,88,10,0,1,27,117,0,45,40,29
u0697,1,1115,543,377,512,226,,,1312.166626,557.5666504,0.424920589,1305.966675,6.199999809,0.995274901,1110,538,0.484684646,5,5,0.999979973,0.995515585,0,114,1.176831007,507,480,115,242,30,0.016666668,7.601313114,0.957360864,0,19.01666641,4.941644669,25.06629944,845,29,8,91,843,175,1,45,45,45
u3509,1,33,15,21,12,,,,26.96666718,8.516666412,0.315820843,23.11666679,3.849999905,0.857227981,27,13,0.481479704,6,2,0.33332777,0.818179309,0,20,0.817169249,18,12,6,4,3.216666698,0.183333337,0.380949765,28.93019867,0,213.5166626,2806.704834,0.829580069,24,0,0,5,18,3,4,13,6,9
u0875,1,1308,681,1254,27,27,,,1353.349976,734.166687,0.542480946,1332.93335,20.41666603,0.984913886,1281,660,0.51522243,27,21,0.77777487,0.979357719,0,318,1.034671187,688,664,83,45,30,0.016666668,3.461043119,0.818796217,0,16.54999924,5.460398197,29.30774307,937,26,3,184,978,117,0,45,45,45
u3254,1,109,73,55,6,48,,,294.9333191,221.1000061,0.749660671,288.2000122,6.733333111,0.977169633,104,70,0.673076272,5,3,0.599987984,0.95412755,0,47,2.705807924,33,36,44,10,30,0.033333335,16.00909996,9.623147011,0.016666668,165.2333374,423.3036499,2.493960619,51,14,1,15,72,6,0,29,27,15
u2859,1,243,153,235,8,,,,625.7666626,327.4666748,0.523304641,624.7833252,0.983333349,0.998428464,240,150,0.624999762,3,3,0.999966681,0.987653911,0,31,2.575170517,117,90,68,31,30.38333321,0.016666668,21.53970337,4.390289307,0,42,38.41247559,5.466485977,132,30,5,71,125,44,0,44,42,33
u3726,1,86,85,86,,,,,81.06666565,81,0.999176383,78.80000305,2.266666651,0.972038269,78,77,0.987178206,8,8,0.999987483,0.906975687,1,60,0.942634583,40,41,15,1,14.33333302,0.016666668,2.878023863,12.21980286,0.016666668,62.79999924,193.2038269,1.964009166,69,2,0,26,12,5,2,36,36,1
u0606,1,121,54,113,3,5,,,188.0333405,81.31666565,0.43245855,176.9333344,11.10000038,0.940967441,116,53,0.456896156,5,1,0.199995995,0.958676875,0,30,1.553993225,69,37,30,6,18.20000076,0.06666667,5.176038265,8.60333252,0,91.6166687,187.5965271,2.78958416,73,8,0,5,56,55,3,35,26,27
u2288,1,14,7,14,,,,,22.56666756,15.01666641,0.665432811,22.14999962,0.416666657,0.981531858,13,6,0.461534917,1,1,0.999899983,0.928564787,0,7,1.611893296,6,9,0,0,8.133333206,0.283333331,4.03157568,12.55383682,0.050000001,94.06666565,692.0611572,1.911750913,10,1,0,3,3,7,0,4,2,3
u0857,1,136,44,130,1,5,,,510.6333313,233.1833344,0.456655055,496.1000061,14.53333378,0.971538424,128,38,0.296874762,8,6,0.749990642,0.941175759,0,55,3.754654169,46,75,44,1,34.93333435,0.016666668,40.49412155,7.851110458,0,47,123.3273544,3.056853533,65,20,6,4,95,30,0,41,24,36
u3448,1,6,4,5,1,,,,5.916666508,3.683333397,0.622524679,5.916666508,0,0.999983072,6,4,0.66665554,0,0,0,0.999983311,0,5,0.986094654,1,1,4,0,2.916666746,0.200000003,1.144926906,67.16986847,0.033333335,139.1499939,2789.730957,0.357302547,4,0,0,2,3,0,0,4,4,2
u3516,1,457,236,442,12,3,,,494.5499878,244.3333282,0.494051725,490.1166687,4.433333397,0.991035402,451,234,0.518846869,6,2,0.33332777,0.986870706,0,42,1.082166076,194,199,86,80,13.76666641,0.033333335,2.140883207,2.341593504,0,19.71666718,13.83777046,10.24899292,322,11,0,127,259,65,1,45,45,43
u1950,1,400,189,396,4,,,,339.7000122,149.4666595,0.439995944,336.4833374,3.216666698,0.99053055,395,187,0.47341761,5,2,0.399991989,0.987499774,0,90,0.84924978,172,181,106,19,11.23333359,0.016666668,1.58306706,2.642815351,0,24.60000038,23.38143921,9.080881119,315,6,0,67,233,95,0,45,42,44
u0579,1,1,0,1,,,,,0.800000012,0,0,0,0.800000012,0,0,0,0,1,0,0,0,0,1,0.799920022,0,1,0,0,0.800000012,0.800000012,6.40E-09,1080,1080,1080,0,0.022222221,1,0,0,0,0,0,1,1,,1
u3428,1,308,213,298,6,4,,,543.1166382,339.8999939,0.62583226,538.4333496,4.683333397,0.991376758,299,212,0.709029853,9,1,0.111109875,0.970778883,0,21,1.763365269,13,121,155,69,28.56666756,0.033333335,9.325407028,3.490825176,0,30.63333321,29.21859741,6.874968529,166,19,2,2,296,1,1,45,43,40
u1193,1,127,55,126,,1,,,329.7999878,165.3000031,0.501212716,329.7999878,0,0.999999702,127,55,0.433070511,0,0,0,0.999999225,0,15,2.596848249,52,68,25,4,13.3166666,0.083333336,7.372464657,4.053967953,0.016666668,47.41666794,41.47381973,5.919979572,51,21,0,52,38,37,0,21,16,19
u4494,1,1475,916,1469,2,4,,,1239.949951,799.583313,0.644851208,1231.43335,8.516666412,0.99313134,1470,915,0.622448921,5,1,0.199995995,0.996610105,0,178,0.840644002,819,594,360,528,25,0.016666668,2.129744291,0.726718664,0,15.11666679,3.572042942,33.02061462,1205,17,3,1444,24,1,0,45,45,43
u3736,1,6,5,6,,,,,3.333333254,3.150000095,0.944971681,3.266666651,0.06666667,0.979970574,5,4,0.799983978,1,1,0.999899983,0.833319426,0,5,0.555546284,1,4,3,0,2.066666603,0.06666667,0.532367647,128.6697388,0.75,351.5166626,15257.18848,0.186523899,5,0,0,3,0,0,0,5,5,1
u3560,1,187,46,51,,136,,,498.7166748,32.84999847,0.065869048,497.6499939,1.066666722,0.997860968,185,44,0.237837702,2,2,0.999949992,0.989304304,0,25,2.666932583,54,119,36,11,30,0.016666668,41.08991241,5.740411758,0,51.63333511,81.03379822,4.180811882,134,12,10,13,168,3,0,42,26,38
u0356,1,38,24,36,2,,,,79.43333435,58.46666718,0.736046076,72.21666718,7.216666698,0.909146965,32,18,0.562498271,6,6,0.999983311,0.842103064,0,10,2.090345383,9,13,17,6,9.75,0.016666668,3.894326448,26.58873177,0.016666668,389.7666626,4238.450195,0.902634621,15,1,0,3,29,0,0,17,16,8
u0256,1,44,26,43,,1,,,120.6999969,76.93333435,0.637392461,120.6999969,0,0.999999166,44,26,0.590907753,0,0,0,0.999997735,0,12,2.743175507,17,16,11,8,24.81666756,0.100000001,16.23725319,24.91084671,0,121.5333328,1085.2854,0.963431835,17,8,1,18,6,19,0,22,18,14
u4212,1,46,13,6,40,,,,200.8000031,49.5,0.246513829,199.3666687,1.433333278,0.99286139,45,13,0.288888246,1,0,0,0.978258729,0,7,4.365207672,6,18,32,2,44.23333359,0.050000001,58.05368805,22.83925438,0,170.9499969,1460.958374,1.050817847,15,10,2,1,11,33,1,22,10,18
u4621,1,141,32,58,,83,,,602,168.9666595,0.280675471,590.2833252,11.71666622,0.980536938,138,32,0.231883883,3,0,0,0.978722692,0,49,4.269500732,37,49,62,9,56.5,0.016666668,58.0346489,7.23238039,0,70.56666565,107.9822083,3.318363667,64,30,6,19,90,22,1,40,24,38
u3000,1,133,99,128,2,3,,,80.43333435,61.5,0.76460743,60.04999924,20.38333321,0.746580064,111,77,0.693693042,22,22,0.99999547,0.834585845,0,77,0.604761422,37,76,45,1,2.666666746,0.016666668,0.263657153,7.698484421,0.016666668,68.75,138.0092773,3.117456198,112,0,0,11,83,16,1,37,37,14
u0732,1,109,70,98,,11,,,304.8166809,229.5166626,0.752966046,262.4500122,42.36666489,0.861009061,92,55,0.597825408,17,15,0.882347763,0.844035923,1,32,2.796480656,58,55,14,1,26.68333244,0.050000001,15.68675423,9.859412193,0.033333335,67.3666687,144.4290161,2.434197426,50,18,2,19,65,7,0,40,33,26
