id,CALL_RDD_RECORD,CALL_RDD_CNT,CALL_RDD_CNT_IN,CALL_RDD_LOCAL,CALL_RDD_IN_PROVINCE,CALL_RDD_BY_PROVINCE,CALL_RDD_GAT,CALL_RDD_INTERNATIONAL,CALL_RDD_TIME,CALL_RDD_TIME_IN,CALL_RDD_TIME_INOUTRATIO,CALL_RDD_TIME_PERSON,CALL_RDD_TIME_BUSINESS,CALL_RDD_TIME_PBRATIO,CALL_RDD_PERSON,CALL_RDD_PERSON_IN,CALL_RDD_PERSON_RATIO,CALL_RDD_BUSINESS,CALL_RDD_BUSINESS_IN,CALL_RDD_BUSINESS_RATIO,CALL_RDD_PBRATIO,CALL_RDD_HOWMANYPERSON,CALL_RDD_HOWMANYBUSINESS,CALL_RDD_AVGTIME,CALL_RDD_DAYTIME,CALL_RDD_AFTERNOON,CALL_RDD_NIGHT,CALL_RDD_BEFOREDAWN,CALL_RDD_MAXTIME,CALL_RDD_MINTIME,CALL_RDD_TIMEVAR,CALL_RDD_MEANFREQ,CALL_RDD_MINFREQ,CALL_RDD_MAXFREQ,CALL_RDD_VARFREQ,CALL_RDD_FREQONEDAY,CALL_RDD_SHORTTIME,CALL_RDD_LONGTIME,CALL_RDD_LLONGTIME,CALL_RDD_LIANTONG,CALL_RDD_YIDONG,CALL_RDD_DIANXIN,CALL_RDD_KEFU,CALL_RDD_DAYWITHCALL,CALL_RDD_DAYWITHCALLIN,CALL_RDD_DAYWITHCALLOUT,CALL_RDD_DAY40TODAY45_CNT,CALL_RDD_DAY40TODAY45_IN,CALL_RDD_DAY40TODAY45_INOUTRATIO,CALL_RDD_DAY40TODAY45_RECORD,CALL_RDD_DAY40TODAY45_TIME,CALL_RDD_DAY40TODAY45_TIME_AVG,CALL_RDD_DAY40TODAY45_TIME_IN,CALL_RDD_DAY40TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY40TODAY45_TIME_VAR,CALL_RDD_DAY38TODAY45_CNT,CALL_RDD_DAY38TODAY45_IN,CALL_RDD_DAY38TODAY45_INOUTRATIO,CALL_RDD_DAY38TODAY45_RECORD,CALL_RDD_DAY38TODAY45_TIME,CALL_RDD_DAY38TODAY45_TIME_AVG,CALL_RDD_DAY38TODAY45_TIME_IN,CALL_RDD_DAY38TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY38TODAY45_TIME_VAR,CALL_RDD_DAY30TODAY45_CNT,CALL_RDD_DAY30TODAY45_IN,CALL_RDD_DAY30TODAY45_INOUTRATIO,CALL_RDD_DAY30TODAY45_RECORD,CALL_RDD_DAY30TODAY45_TIME,CALL_RDD_DAY30TODAY45_TIME_AVG,CALL_RDD_DAY30TODAY45_TIME_IN,CALL_RDD_DAY30TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY30TODAY45_TIME_VAR,CALL_RDD_DAY42TODAY45_CNT,CALL_RDD_DAY42TODAY45_IN,CALL_RDD_DAY42TODAY45_INOUTRATIO,CALL_RDD_DAY42TODAY45_RECORD,CALL_RDD_DAY42TODAY45_TIME,CALL_RDD_DAY42TODAY45_TIME_AVG,CALL_RDD_DAY42TODAY45_TIME_IN,CALL_RDD_DAY42TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY42TODAY45_TIME_VAR,label
u2715,1,67,48,66,0,1,0,0,110.3000031,83.34999847,0.75566566,108.5999985,1.700000048,0.984586596,65,46,0.707691193,2,2,0.999949992,0.970147789,0,43,1.646266222,26,40,8,0,13.19999981,0.083333336,7.795957088,15.99317932,0,198.4499969,774.8717651,1.500630379,45,6,0,20,21,15,0,30,28,11,7,4,0.571428597,1,25.81666756,3.688095331,16.04999924,0.621691406,16.7896595,10,7,0.699999988,1,39.20000076,3.920000076,29.43333244,0.75085032,21.90215492,15,12,0.800000012,1,41.79999924,2.786666632,32.03333282,0.766347706,17.21859932,5,3,0.600000024,1,6.633333206,1.326666713,3.950000048,0.595477402,1.471622229,0
u0837,1,93,35,93,0,0,0,0,120.2833328,39.79999924,0.330885142,84.28333282,36,0.700706065,86,34,0.39534837,7,1,0.142855108,0.924730182,0,10,1.293367743,4,64,60,0,19.21666718,0.016666668,4.797522545,11.23949146,0,96.40000153,392.7651672,2.135308981,63,3,0,0,9,77,0,29,20,27,6,2,0.333333343,1,9.966666222,1.661111116,2.916666746,0.292642146,3.333209991,6,2,0.333333343,1,9.966666222,1.661111116,2.916666746,0.292642146,3.333209991,22,9,0.409090906,1,26.25,1.193181872,5.833333492,0.222222224,2.087339878,5,2,0.400000006,1,9.633333206,1.926666617,2.916666746,0.302768171,3.576733351,0
u2326,1,425,234,402,17,6,0,0,503.7666626,272.0499878,0.540031672,501.3166809,2.450000048,0.99513644,419,232,0.553699136,6,2,0.33332777,0.985882103,0,24,1.185333014,124,204,155,25,11.73333359,0.016666668,2.38876605,2.524882078,0,36.36666489,20.33637428,9.505018234,280,16,0,9,397,11,3,44,44,40,86,34,0.395348847,1,84.8666687,0.986821711,33.09999847,0.390023559,0.793909013,98,37,0.377551019,1,99.84999847,1.018877506,34.71666718,0.347688198,0.957531989,174,81,0.465517253,1,190.8000031,1.096551776,88.6333313,0.464535296,1.159090877,70,27,0.385714293,1,66.26667023,0.946666658,24.13333321,0.364185125,0.650885701,0
u1596,1,493,292,399,2,92,0,0,561.916687,279.0666809,0.49663347,540.9500122,20.96666718,0.962687075,483,283,0.585921228,10,9,0.899990976,0.979715824,0,122,1.139790177,197,241,126,13,25,0.016666668,4.760860443,2.188143492,0,23.21666718,16.24402618,10.9677,353,16,3,109,296,50,0,46,46,37,39,30,0.769230783,1,61.08333206,1.566239357,44.33333206,0.725784421,5.131231785,50,41,0.819999993,1,67.06666565,1.341333389,50.31666565,0.750248492,4.23040247,130,102,0.784615397,1,131.3999939,1.010769248,94.69999695,0.720700145,2.382384062,29,20,0.689655185,1,33.53333282,1.156321883,16.78333282,0.500497043,3.069720507,0
u1825,1,401,219,188,138,74,1,0,555.2333374,300.6499939,0.541483939,523.9000244,31.33333397,0.943567097,378,207,0.547618926,23,12,0.52173686,0.942643166,0,64,1.384621382,112,211,132,24,15.5,0.016666668,3.429908037,2.690874815,0,26.11666679,27.38153267,8.918700218,242,17,0,34,236,104,4,46,45,38,17,10,0.588235319,1,18.18333244,1.069607854,9.633333206,0.529789209,0.359517485,26,13,0.5,1,41.04999924,1.578846097,25.71666718,0.626471758,7.078366756,62,32,0.516129017,1,95.34999847,1.53790319,52.51666641,0.550777853,4.963953018,12,6,0.5,1,12.11666679,1.009722233,5.833333492,0.481430531,0.347058266,0
u0255,1,225,99,152,72,1,0,0,252.6833344,108.8333359,0.430710196,249.1166687,3.566666603,0.985884428,220,97,0.440908879,5,2,0.399991989,0.977777362,0,36,1.123036504,97,120,31,18,10.96666622,0.033333335,1.895647407,4.56272316,0.016666668,48.98333359,53.79077911,5.259901524,147,6,0,20,146,51,1,42,36,34,31,14,0.45161289,1,41.13333511,1.326881766,16.64999962,0.404781193,1.360442281,52,26,0.5,1,59.51666641,1.144551277,32.01666641,0.537944555,1.171856046,100,44,0.439999998,1,97.06666565,0.970666647,44.68333435,0.460336536,0.797689557,6,2,0.333333343,1,7.400000095,1.233333349,2.299999952,0.310810804,0.5536111,0
u0774,1,30,14,27,3,0,0,0,25.78333282,10.16666698,0.394310027,25.78333282,0,0.999996126,30,14,0.466665119,0,0,0,0.999996662,0,16,0.859441578,8,14,10,1,2.816666603,0.183333337,0.454344481,36.1189537,0.06666667,284.9666748,3319.653076,0.664469242,21,0,0,13,13,4,0,17,11,9,2,2,1,1,0.466666669,0.233333334,0.466666669,1,0.000277778,2,2,1,1,0.466666669,0.233333334,0.466666669,1,0.000277778,6,4,0.666666687,1,2,0.333333343,1.366666675,0.683333337,0.012962963,2,2,1,1,0.466666669,0.233333334,0.466666669,1,0.000277778,0
u2058,1,107,53,107,0,0,0,0,181.6333313,84.53333282,0.465406239,181.6333313,0,0.999999464,107,53,0.495326638,0,0,0,0.999999046,0,23,1.697506189,42,59,27,4,27.89999962,0.116666667,10.50204563,9.310218811,0.016666668,73.41666412,166.4464111,2.577784777,65,6,1,34,46,27,0,35,28,24,4,2,0.5,1,3.133333445,0.783333361,0.983333349,0.31382978,0.181250006,5,3,0.600000024,1,3.683333397,0.736666679,1.533333302,0.416289598,0.15371111,11,6,0.545454562,1,9.800000191,0.890909076,6.233333111,0.636054397,0.467644632,1,1,1,1,0.383333325,0.383333325,0.383333325,1,0,0
u2701,1,15,15,14,1,0,0,0,19.81666756,19.81666756,0.999994934,18.26666641,1.549999952,0.921778381,13,13,0.999992311,2,2,0.999949992,0.866660893,0,11,1.321102262,2,9,4,0,4.633333206,0.100000001,1.230490565,49.8725853,0.533333361,113.6500015,1316.209717,0.481225371,7,0,0,7,5,1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,6.066666603,2.022222281,6.066666603,1,3.450617313,0,0,0,0,0,0,0,0,0,0
u3203,1,269,148,269,0,0,0,0,412.6499939,289.8666687,0.702451468,411.1499939,1.5,0.996364713,266,146,0.548871994,3,2,0.666644454,0.988847196,0,24,1.534014344,131,107,61,19,30,0.016666668,11.15145016,3.956778526,0,36.66666794,39.66773605,6.065387249,187,14,3,14,193,59,3,43,42,34,11,8,0.727272749,1,12.89999962,1.172727227,10.25,0.794573665,3.735821962,16,11,0.6875,1,15.48333359,0.967708349,12,0.775026917,2.688106537,61,37,0.606557369,1,62.40000153,1.022950768,45.76666641,0.733440161,2.60855341,7,5,0.714285731,1,11.11666679,1.588095188,9.699999809,0.87256372,5.276961327,0
u3027,1,99,21,91,4,4,0,0,72.96666718,23.25,0.318638206,71.28333282,1.683333278,0.976928771,95,17,0.178947181,4,4,0.999975026,0.959594965,0,25,0.737036288,40,45,21,8,3.366666555,0.016666668,0.627791464,9.767175674,0.016666668,164.3999939,416.6406555,2.457184553,78,0,0,18,58,19,1,29,16,27,1,1,1,1,1.866666675,1.866666675,1.866666675,1,0,2,2,1,1,4.650000095,2.325000048,4.650000095,1,0.210069448,7,3,0.428571433,1,9.266666412,1.323809505,4.966666698,0.535971224,1.354750514,0,0,0,0,0,0,0,0,0,0
u1862,1,22,10,21,1,0,0,0,16.61666679,10.10000038,0.607819796,16.60000038,0.016666668,0.998990953,21,10,0.476188213,1,0,0,0.954541087,0,7,0.755299568,3,16,5,0,2.466666698,0.016666668,0.481194437,23.82697296,0,121.9499969,1147.832275,1.007257581,15,0,0,0,21,0,1,10,7,8,2,1,0.5,1,0.416666657,0.208333328,0.300000012,0.720000029,0.008402778,2,1,0.5,1,0.416666657,0.208333328,0.300000012,0.720000029,0.008402778,10,4,0.400000006,1,8.333333015,0.833333313,3.75,0.449999988,0.71855557,2,1,0.5,1,0.416666657,0.208333328,0.300000012,0.720000029,0.008402778,0
u4521,1,1631,726,1618,0,13,0,0,998.6333618,470.6333313,0.471277356,992.4666748,6.166666508,0.99382478,1627,724,0.444990754,4,2,0.499987513,0.997547448,0,254,0.612282813,1000,491,294,436,21.39999962,0.016666668,0.557412267,0.655470371,0,36.29999924,3.585096359,36.60934448,1399,2,1,1605,16,4,2,44,44,44,267,132,0.494382024,1,174.6999969,0.654307127,99.21666718,0.56792599,0.31014064,323,160,0.495356023,1,224.3999939,0.694736838,125.5,0.55926919,0.393217921,612,315,0.514705896,1,451.7333374,0.738126338,246.5666656,0.545823514,1.152776599,168,77,0.458333343,1,108.1666641,0.643849194,57.63333511,0.532819748,0.341443658,1
u3083,1,146,144,146,0,0,0,0,152.3000031,151.75,0.996388078,126,26.29999924,0.82731396,131,129,0.984732091,15,15,0.999993324,0.897259653,1,55,1.043149948,67,80,20,2,8.366666794,0.033333335,1.594582915,7.33310318,0.016666668,48.86666489,100.3861084,3.272785425,97,4,0,15,69,16,1,40,40,2,13,13,1,1,11.23333359,0.864102542,11.23333359,1,0.775378048,25,25,1,1,28.86666679,1.154666662,28.86666679,1,1.737522721,61,59,0.967213094,1,63.04999924,1.033606529,62.5,0.991276741,0.936288655,8,8,1,1,8.949999809,1.118749976,8.949999809,1,0.929058135,0
u4598,1,62,36,43,17,2,0,0,69.19999695,32.84999847,0.474710286,69.19999695,0,0.999998569,62,36,0.58064425,0,0,0,0.999998391,0,9,1.116127253,11,30,29,3,5.316666603,0.016666668,1.22708559,15.61693764,0,95.41666412,328.2420349,1.536783218,39,2,0,0,52,7,0,30,26,18,1,1,1,1,0.550000012,0.550000012,0.550000012,1,0,3,3,1,1,2.766666651,0.922222197,2.766666651,1,0.125987649,13,9,0.692307711,1,10.41666698,0.801282048,6.633333206,0.636799991,0.300190657,0,0,0,0,0,0,0,0,0,1
u2169,1,527,313,304,192,31,0,0,1012.166687,536.9666748,0.530512035,967.7333374,44.43333435,0.956100702,497,298,0.599597454,30,15,0.499998331,0.943073809,1,118,1.920619488,198,264,111,13,30,0.016666668,9.409380913,2.02427125,0,21.93333244,12.41643524,11.8555336,297,49,2,148,248,87,6,45,45,40,74,39,0.527027011,1,149.5333405,2.02072072,68.1333313,0.45563978,16.67539597,99,60,0.606060624,1,173.1166687,1.748653173,88.98332977,0.514007866,13.05674362,202,114,0.564356446,1,399.7666626,1.979042888,199.6000061,0.499291241,12.3021574,54,24,0.444444448,1,128.5500031,2.38055563,53.56666565,0.416699082,21.78518295,0
u4887,1,1,0,1,0,0,0,0,0.766666651,0,0,0.766666651,0,0.999869585,1,0,0,0,0,0,0.999899983,0,1,0.766589999,1,0,0,0,0.766666651,0.766666651,5.88E-09,1080,1080,1080,0,0.022222221,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.766666651,0.766666651,0,0,0,0,0,0,0,0,0,0,0,0,1
u4862,1,610,209,609,0,1,0,0,507.7999878,181.8166656,0.358047724,502.6833191,5.116666794,0.989923656,606,207,0.341584116,4,2,0.499987513,0.993442476,0,130,0.832458854,428,124,44,380,5.033333302,0.016666668,0.374589324,1.233388066,0,26.13333321,11.62229633,19.4570179,456,1,0,584,12,8,4,32,32,24,2,2,1,1,1.100000024,0.550000012,1.100000024,1,0.017777778,6,6,1,1,3.916666746,0.652777791,3.916666746,1,0.033834878,136,52,0.382352948,1,109.5166702,0.805269599,40.76666641,0.372241676,0.293471009,0,0,0,0,0,0,0,0,0,1
u4225,1,129,77,129,0,0,0,0,175.3999939,73.28333282,0.417806685,174.1166687,1.283333302,0.992682815,127,77,0.606298745,2,0,0,0.984495342,0,26,1.359688878,56,76,24,5,11.11666679,0.06666667,3.080595016,8.329426765,0.016666668,95.94999695,195.2725677,2.881316185,80,5,0,13,86,26,0,36,28,25,18,12,0.666666687,1,21.01666641,1.167592645,13.5,0.642347336,1.469582438,21,13,0.619047642,1,23.29999924,1.109523773,14.73333359,0.632331908,1.299935699,45,25,0.555555582,1,51.59999847,1.146666646,25.54999924,0.495155036,1.244353056,9,5,0.555555582,1,9.033333778,1.003703713,3.083333254,0.341328412,0.982455432,1
u3782,1,197,61,184,13,0,0,0,210.4499969,53.56666565,0.254533827,188.1166687,22.33333397,0.893877745,175,57,0.325714111,22,4,0.181817353,0.88832444,0,27,1.068273544,93,82,36,29,46.66666794,0.050000001,11.27961254,5.444472313,0,58.18333435,63.65073776,4.408059597,148,1,1,104,55,16,7,43,30,40,15,6,0.400000006,1,8.466666222,0.564444423,3.900000095,0.46062991,0.06780988,24,11,0.458333343,1,23.61666679,0.984027803,9.666666985,0.409315467,1.322649956,63,27,0.428571433,1,53.23333359,0.844973564,25.98333359,0.488102704,0.796698749,13,6,0.461538464,1,7.133333206,0.548717976,3.900000095,0.546728969,0.072113737,0
u1876,1,549,215,452,33,64,0,0,754.0999756,280.8166809,0.372386456,738.1833496,15.91666698,0.978893042,536,207,0.386193961,13,8,0.61537987,0.976320386,0,122,1.373588085,262,274,68,22,11.94999981,0.016666668,2.703566313,1.936465859,0,26.04999924,18.66859627,12.39307213,311,21,0,18,348,125,2,45,44,43,103,43,0.41747573,1,158.9499969,1.543203831,62.04999924,0.390374333,2.805390596,117,48,0.410256416,1,181.3666687,1.550142407,73.19999695,0.403602272,3.050633907,256,107,0.41796875,1,379.6833191,1.483137965,158.0500031,0.416267931,3.134771109,89,38,0.42696628,1,143.4499969,1.61179781,56.59999847,0.394562572,3.063652992,0
u2898,1,156,109,152,4,0,0,0,124.6833344,92.58333588,0.742547214,122.0500031,2.633333445,0.978879035,151,108,0.715231299,5,1,0.199995995,0.967948079,0,18,0.799251616,50,86,36,14,8.683333397,0.016666668,0.922297657,6.84290266,0,130.7666626,182.1734009,3.507232189,123,2,0,10,99,42,4,36,34,25,29,23,0.793103456,1,23.46666718,0.809195399,16.86666679,0.71875,0.24177368,34,26,0.764705896,1,25.06666756,0.737254918,17.58333397,0.701462746,0.240899652,77,53,0.688311696,1,58.98333359,0.766017318,41.93333435,0.710935295,0.625998855,18,14,0.777777791,1,15.85000038,0.88055557,10.48333359,0.66140902,0.243217587,0
u4108,1,66,57,61,0,2,0,3,194.7166595,176.9499969,0.908755839,22.13333321,172.5833282,0.113669373,22,18,0.818178117,44,39,0.886361599,0.333332837,0,19,2.950248003,11,31,12,18,13.36666679,0.016666668,9.717312813,15.72153568,0.016666668,88.40000153,416.660675,1.526558638,30,17,0,12,8,1,0,29,26,9,9,8,0.888888896,1,31.35000038,3.483333349,30.81666756,0.982987761,7.219259262,11,9,0.818181813,1,37.25,3.386363745,30.91666603,0.829977632,7.425798893,29,23,0.793103456,1,73.76667023,2.543678045,61.04999924,0.827609599,5.613762856,9,8,0.888888896,1,31.35000038,3.483333349,30.81666756,0.982987761,7.219259262,1
u0127,1,65,31,52,0,13,0,0,144.6499939,60.73333359,0.41986376,143.0500031,1.600000024,0.988938153,64,31,0.484374255,1,0,0,0.984613895,0,14,2.225381136,7,41,14,11,16.53333282,0.150000006,9.453832626,13.29947662,0,389.0333252,2410.737793,1.804568648,30,9,0,17,43,4,0,17,12,15,7,4,0.571428597,1,34.59999847,4.942857265,23.03333282,0.665703297,31.84308434,12,5,0.416666657,1,43.31666565,3.609722137,25.95000076,0.599076569,21.32932663,37,19,0.513513505,1,81.5,2.202702761,39.53333282,0.48507157,10.4064045,3,1,0.333333343,1,10.33333302,3.444444418,0.233333334,0.022580646,16.72969055,0
u2015,1,34,10,33,1,0,0,0,59.31666565,37.16666794,0.626579463,59.31666565,0,0.999998331,34,10,0.294116795,0,0,0,0.999997079,0,12,1.74460268,21,9,5,6,30,0.06666667,25.34648895,32.19241333,0.016666668,262.2333374,3437.60498,0.745514929,25,1,1,1,19,14,0,16,6,14,12,6,0.5,1,44.61666489,3.718055487,34.04999924,0.763167739,64.57483673,12,6,0.5,1,44.61666489,3.718055487,34.04999924,0.763167739,64.57483673,22,8,0.363636374,1,50.58333206,2.299242496,36.18333435,0.715321243,37.69581985,8,3,0.375,1,12.19999981,1.524999976,1.950000048,0.159836069,2.373263836,0
u3008,1,311,215,307,2,2,0,0,635.583313,479.4166565,0.754293859,623.916687,11.66666698,0.981643975,304,208,0.6842103,7,7,0.999985695,0.977491677,0,59,2.043675661,137,140,67,25,27.63333321,0.033333335,11.81173515,3.241559029,0,35.71666718,31.01304054,7.403616428,167,26,3,33,166,105,2,42,42,29,13,10,0.769230783,1,54,4.153846264,48.45000076,0.897222221,39.6342392,24,20,0.833333313,1,63.15000153,2.631249905,57.13333511,0.904724181,24.27734566,64,52,0.8125,1,109.0666656,1.704166651,96.23332977,0.882334948,10.28552055,4,3,0.75,1,28.13333321,7.033333302,24.45000076,0.869075835,88.12374878,0
u2265,1,12,8,11,0,1,0,0,12.28333378,3.116666555,0.253729284,0.566666663,11.71666622,0.046132594,2,2,0.999949992,10,6,0.599994004,0.166665271,0,5,1.023602605,6,4,2,0,5.25,0.083333336,2.001162052,81.27265167,0.100000001,189.75,5263.52832,0.295301914,8,1,0,0,2,0,8,8,7,2,4,1,0.25,1,7.916666508,1.979166627,0.316666663,0.039999999,4.164218903,4,1,0.25,1,7.916666508,1.979166627,0.316666663,0.039999999,4.164218903,5,1,0.200000003,1,9.483333588,1.896666646,0.316666663,0.033391915,3.358599901,0,0,0,0,0,0,0,0,0,0
u0378,1,1,0,1,0,0,0,0,0.266666681,0,0,0,0.266666681,0,0,0,0,1,0,0,0,0,1,0.266640007,0,0,1,0,0.266666681,0.266666681,7.11E-10,1080,1080,1080,0,0.022222221,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u3139,1,32,27,26,0,6,0,0,32.65000153,26.91666603,0.824397683,31.28333282,1.366666675,0.958139002,31,26,0.83870697,1,1,0.999899983,0.96874696,0,19,1.020309329,13,17,8,1,2.450000048,0.13333334,0.364629656,34.35912704,0.033333335,155.7166595,1785.278687,0.698502302,17,0,0,6,24,1,1,19,18,3,4,4,1,1,2.049999952,0.512499988,2.049999952,1,0.025607638,4,4,1,1,2.049999952,0.512499988,2.049999952,1,0.025607638,16,11,0.6875,1,16.08333397,1.005208373,10.35000038,0.643523335,0.371795803,3,3,1,1,1.266666651,0.422222227,1.266666651,1,0.00154321,0
u4917,1,1,0,0,0,1,0,0,0.649999976,0,0,0,0.649999976,0,0,0,0,1,0,0,0,0,1,0.649935007,1,0,0,0,0.649999976,0.649999976,4.22E-09,1080,1080,1080,0,0.022222221,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
u4022,1,1084,560,637,18,429,0,0,2373.733398,1312.583374,0.552961528,2348.199951,25.53333282,0.989243329,1061,548,0.516493797,23,12,0.52173686,0.978782177,0,179,2.189790726,462,465,266,32,30,0.016666668,14.24255085,0.983810365,0,15.83333302,4.698139191,24.39246559,537,86,14,354,388,281,7,45,45,45,144,76,0.527777791,1,327.1000061,2.271527767,142.6166687,0.436003268,13.46944427,184,95,0.516304374,1,406.6499939,2.210054398,181.4833374,0.446288794,11.68785286,392,197,0.502551019,1,797.1166382,2.033460855,388.3333435,0.487172514,9.980102539,99,52,0.525252521,1,243.8333282,2.462962866,96.90000153,0.397402585,16.94693947,0
u3491,1,108,12,97,4,7,0,0,92.1166687,5.533333302,0.060068689,51.5,40.61666489,0.559073031,79,8,0.101265691,29,4,0.137930557,0.731480777,0,34,0.852931321,47,47,17,6,6.583333492,0.06666667,1.2635113,5.235980988,0.016666668,34.25,57.22782516,4.583580971,86,2,0,17,54,8,12,24,8,24,21,3,0.142857149,1,16.39999962,0.780952394,1.583333373,0.096544713,0.277414978,27,3,0.111111112,1,19.43333244,0.719753087,1.583333373,0.081475131,0.236893773,70,7,0.100000001,1,58.61666489,0.837380946,3.283333302,0.056013647,1.102733612,9,2,0.222222224,1,4.666666508,0.518518507,1.399999976,0.300000012,0.177002743,0
u3458,1,285,129,121,0,164,0,0,1141.166626,318.2333374,0.278866619,1139.966675,1.200000048,0.998948336,283,127,0.448763102,2,2,0.999949992,0.99298209,0,42,4.004092216,84,166,63,15,54.83333206,0.016666668,70.94706726,3.748474121,0,41.51666641,32.45530701,6.402434349,164,38,15,32,205,46,0,44,43,40,41,14,0.341463417,1,210.25,5.128048897,55.81666565,0.265477598,98.37745667,55,16,0.290909082,1,278.2999878,5.059999943,57.51666641,0.206671461,79.77960968,86,31,0.360465109,1,358.2000122,4.16511631,70.66666412,0.197282717,61.54850006,29,12,0.413793117,1,127.8666687,4.409195423,22.81666756,0.178441077,104.768074,0
u1857,1,64,32,25,39,0,0,0,216.6999969,53,0.244577646,215.5166626,1.183333278,0.994538844,61,31,0.508195877,3,1,0.333322227,0.95312351,0,15,3.385932207,17,18,33,4,30,0.033333335,23.15780449,16.32168961,0.016666668,190.9166718,717.6358643,1.470426917,25,14,1,7,22,32,1,30,20,21,6,4,0.666666687,1,11.78333378,1.963888884,4.5,0.381895334,4.5532794,7,4,0.571428597,1,20.06666756,2.866666555,4.5,0.224252492,8.79285717,16,7,0.4375,1,38.21666718,2.388541698,7.633333206,0.199738339,5.354400158,2,1,0.5,1,1.633333325,0.816666663,0.800000012,0.489795923,0.000277778,0
u4944,1,61,37,39,0,22,0,0,66.6166687,19.98333359,0.299974531,66.26667023,0.349999994,0.994744539,58,34,0.5862059,3,3,0.999966681,0.950818121,0,9,1.092074752,30,30,17,3,8.550000191,0.083333336,3.117104292,15.3194418,0,191.1333313,793.9543457,1.56662643,48,4,0,49,9,0,2,24,20,12,0,0,0,0,0,0,0,0,0,1,1,1,1,4.866666794,4.866666794,4.866666794,1,0,7,7,1,1,7.416666508,1.059523821,7.416666508,1,2.432925224,0,0,0,0,0,0,0,0,0,1
u2532,1,47,21,46,1,0,0,0,136.9833374,54.5,0.397858322,134.7333374,2.25,0.983573914,44,18,0.409089983,3,3,0.999966681,0.936168194,0,13,2.9145329,20,28,3,6,14.23333359,0.050000001,13.09208393,22.50905228,0,121.6999969,737.5463867,1.06623292,19,7,0,0,36,8,1,24,17,15,11,1,0.090909094,1,20.39999962,1.854545474,1.916666627,0.09395425,4.678539753,13,1,0.07692308,1,25.89999962,1.992307663,1.916666627,0.074002571,4.174299717,28,10,0.357142866,1,55.06666565,1.966666698,17.38333321,0.315677971,3.386785746,10,0,0,1,18.48333359,1.848333359,0,0,5.145969391,0
u1457,1,92,19,46,28,18,0,0,638.3166504,82.53333282,0.129298389,625.9666748,12.35000038,0.980652094,78,18,0.230768934,14,1,0.071428061,0.84782517,0,20,6.938217163,36,43,18,3,30,0.033333335,87.04360199,11.41025543,0,80.31666565,255.8156128,2.103352547,40,19,12,18,54,5,12,34,15,33,11,3,0.272727281,1,86.05000305,7.822727203,1.283333302,0.014913809,90.8662796,13,4,0.307692319,1,95.05000305,7.311538696,7.233333111,0.076100297,78.64753723,23,5,0.217391297,1,182.5666656,7.937681198,8.266666412,0.045280263,88.96988678,9,3,0.333333343,1,84.5,9.388889313,1.283333302,0.015187377,97.56678772,0
u4642,1,3,2,3,0,0,0,0,0.400000006,0.233333334,0.583187521,0.400000006,0,0.999750078,3,2,0.666644454,0,0,0,0.999966681,0,2,0.133328885,2,0,1,1,0.166666672,0.100000001,0.000740716,79.49127197,50.41666794,108.5666656,845.3513794,0.30191958,3,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
u2019,1,45,15,40,5,0,0,0,82.31666565,24.85000038,0.301882595,68.19999695,14.11666679,0.828506768,38,13,0.342104375,7,2,0.285710216,0.844442546,0,15,1.829255223,18,23,8,6,13.01666641,0.300000012,5.594397068,23.08635902,0.016666668,159.1333313,1017.061401,1.039570451,21,4,0,19,12,7,5,24,13,19,12,4,0.333333343,1,26.68333244,2.223611116,6.233333111,0.233603999,10.83752155,13,5,0.384615391,1,27.06666756,2.082051277,6.616666794,0.244458124,10.24433613,19,7,0.368421048,1,36.34999847,1.91315794,9.633333206,0.265016049,7.64329195,3,1,0.333333343,1,16.46666718,5.488888741,1.649999976,0.100202426,28.3374691,0
